Main Data
#
# variable definitions
#
height # z # m # Z1 # 0 # 99999
wind speed # speed # m/s # G1 # 0 # 99.99
wind direction # dir # deg # R1 # 0 # 999.9
wind W # W # m/s # S # 0 # 99.99
sigma W # sigW # m/s # S # 0 # 99.99
backscatter # bck #  # S # 0 # 9.99E+37
error code # - - - - - - - - groundclutter - - - - - - -  #  # E # IIIIIIIIWIIIIIII
#
# beginning of data block
#

2012-08-15 00:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
   460   4.83  218.7   0.03   0.24  9.99E+37       0
   470   4.73  221.1   0.02   0.23  9.99E+37       0
   480   4.89  221.7   0.00   0.21  9.99E+37       0
   490   4.90  219.2  -0.01   0.24  9.99E+37       0
   500   4.73  216.9  -0.02   0.24  9.99E+37       0
   510   4.57  214.3   0.08   0.22  1.75E+06       0
   520   4.49  213.0   0.04   0.20  9.99E+37       0
   530   4.39  210.0   0.06   0.21  9.99E+37       0
   540   4.04  209.5   0.00   0.31  9.99E+37       0
   550   3.61  209.5  -0.11   0.32  9.99E+37       0
   560   3.56  205.6  -0.22   0.31  9.99E+37       0
   570   3.97  207.3  -0.23   0.32  9.99E+37       0
   580  99.99  999.9  -0.14   0.29  9.99E+37       0
   590  99.99  999.9  -0.03   0.24  9.99E+37       0
   600  99.99  999.9  -0.10  99.99  9.99E+37       0
   610  99.99  999.9  -0.02  99.99  9.99E+37       0
   620  99.99  999.9  -0.16  99.99  9.99E+37       0
   630  99.99  999.9   0.03  99.99  9.99E+37       0
   640  99.99  999.9   0.06  99.99  9.99E+37       0
   650  99.99  999.9   0.21  99.99  9.99E+37       0
   660  99.99  999.9   0.17  99.99  9.99E+37       0
   670  99.99  999.9   0.07  99.99  9.99E+37       0
   680  99.99  999.9   0.16  99.99  9.99E+37       0
   690  99.99  999.9  -0.03  99.99  9.99E+37       0
   700  99.99  999.9  -0.05  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  4.31E+07       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 03:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30  99.99  999.9   0.03   0.15  3.46E+05       0
    40   1.23  185.1   0.01   0.14  3.76E+05       0
    50   1.37  188.5  -0.01   0.15  6.52E+05       0
    60   1.85  186.2   0.03   0.16  6.54E+05       0
    70   2.14  192.9   0.03   0.18  5.44E+05       0
    80   2.45  202.0   0.02   0.19  4.05E+05       0
    90   2.74  207.4   0.02   0.22  2.24E+05       0
   100   3.02  213.3   0.02   0.21  9.48E+05       0
   110   3.34  215.5   0.05   0.25  1.14E+06       0
   120   3.76  219.2   0.07   0.25  9.28E+05       0
   130   4.28  224.8   0.06   0.25  9.65E+05       0
   140   4.65  226.8   0.04   0.25  8.61E+05       0
   150   5.07  228.4   0.03   0.26  6.47E+05     256
   160   5.46  229.1   0.05   0.25  7.21E+05       0
   170   5.80  231.1   0.06   0.25  3.25E+05       0
   180   6.03  233.4   0.07   0.23  2.55E+05       0
   190   6.15  233.2   0.05   0.26  2.03E+05       0
   200   6.47  234.3   0.03   0.25  2.06E+05       0
   210   6.70  234.1   0.09   0.24  1.61E+05       0
   220   6.88  235.9   0.14   0.23  1.52E+05       0
   230   6.93  237.9   0.17   0.23  2.40E+05       0
   240   7.21  239.5   0.14   0.25  1.78E+05       0
   250   7.38  239.8   0.15   0.26  1.95E+05       0
   260   7.52  238.7   0.18   0.28  2.09E+05       0
   270   7.35  238.0   0.18   0.26  1.23E+05       0
   280   7.21  236.9   0.15   0.26  1.40E+05       0
   290   6.90  234.9   0.09   0.22  1.15E+05       0
   300   6.68  234.7   0.05   0.18  9.99E+37       0
   310   6.97  235.9   0.05   0.20  2.03E+05       0
   320   7.05  238.7   0.07   0.25  1.56E+05       0
   330   7.46  238.3   0.15   0.22  1.54E+05       0
   340   7.16  238.1   0.17   0.26  1.57E+05       0
   350   6.87  235.1   0.19   0.27  1.81E+05       0
   360   6.51  235.8   0.16   0.30  2.31E+05       0
   370   6.46  235.5   0.20   0.25  2.17E+05       0
   380   6.77  235.8   0.18   0.18  2.89E+05       0
   390   6.78  236.7   0.14   0.18  3.50E+05       0
   400   6.70  234.2   0.10   0.18  3.85E+05       0
   410   6.88  235.1   0.17   0.18  9.99E+37       0
   420   6.85  233.1   0.22   0.21  3.27E+05       0
   430   6.65  235.4   0.15   0.17  3.16E+05       0
   440   6.25  232.6   0.05   0.24  3.46E+05       0
   450   6.18  232.4  -0.01   0.21  9.99E+37       0
   460   6.10  231.3   0.01   0.20  9.99E+37       0
   470   5.74  231.2   0.04   0.18  9.99E+37       0
   480   5.17  228.5   0.01   0.14  6.65E+05       0
   490   5.08  228.9  -0.02   0.12  9.99E+37       0
   500   5.14  229.7  -0.03   0.12  9.99E+37       0
   510   5.08  230.2   0.03   0.13  9.99E+37       0
   520   4.80  226.8   0.07   0.19  9.99E+37       0
   530   4.56  223.2   0.07   0.20  9.99E+37       0
   540   4.69  221.1   0.01   0.24  9.99E+37       0
   550   4.85  220.2  -0.01   0.27  8.77E+05       0
   560   5.01  221.1  -0.07   0.25  1.00E+06       0
   570   5.12  223.9  -0.08   0.23  1.25E+06       0
   580   5.24  224.9  -0.11   0.23  9.99E+37       0
   590   5.50  227.7  -0.09   0.26  9.99E+37       0
   600  99.99  999.9  -0.07   0.18  9.99E+37       0
   610  99.99  999.9  -0.09   0.30  9.99E+37       0
   620  99.99  999.9  -0.06  99.99  9.99E+37       0
   630  99.99  999.9  -0.08  99.99  9.99E+37       0
   640  99.99  999.9   0.01  99.99  9.99E+37       0
   650  99.99  999.9  -0.02  99.99  9.99E+37       0
   660  99.99  999.9  -0.14  99.99  2.57E+06       0
   670  99.99  999.9  -0.34  99.99  9.99E+37       0
   680  99.99  999.9  -0.51  99.99  9.99E+37       0
   690  99.99  999.9  -0.42  99.99  9.99E+37       0
   700  99.99  999.9  -0.25  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 03:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   2.37  202.8   0.15   0.12  5.54E+05       0
    40   1.62  197.4   0.02   0.10  3.52E+05       0
    50   2.85  205.8   0.06   0.10  4.11E+05       0
    60   3.24  218.6   0.06   0.11  4.00E+05       0
    70   3.41  220.7   0.09   0.11  3.39E+05       0
    80   3.66  223.1   0.06   0.11  3.07E+05       0
    90   4.20  225.4   0.04   0.13  2.56E+05       0
   100   4.70  228.3   0.05   0.13  3.03E+06       0
   110   5.29  231.3   0.08   0.14  1.98E+06       0
   120   5.56  233.0   0.09   0.14  1.73E+06       0
   130   5.88  234.7   0.07   0.15  1.76E+06       0
   140   6.05  235.0   0.08   0.16  1.00E+06       0
   150   6.32  237.0   0.07   0.17  8.64E+05       0
   160   6.38  236.8   0.07   0.15  3.59E+05       0
   170   6.64  238.3   0.05   0.17  2.29E+05       0
   180   6.84  238.7   0.06   0.18  3.35E+05       0
   190   7.11  239.7   0.06   0.19  2.48E+05       0
   200   7.27  240.1   0.05   0.19  2.89E+05       0
   210   7.34  239.9   0.03   0.18  2.91E+05       0
   220   7.57  240.1   0.03   0.17  1.88E+05       0
   230   7.62  239.8   0.08   0.18  2.74E+05       0
   240   7.60  239.4   0.10   0.19  2.38E+05       0
   250   7.45  239.2   0.12   0.21  3.23E+05       0
   260   7.38  239.4   0.13   0.19  2.25E+05       0
   270   7.61  239.2   0.19   0.20  1.84E+05       0
   280   7.65  237.9   0.17   0.21  2.54E+05       0
   290   7.85  237.6   0.07   0.21  3.23E+05       0
   300   7.65  237.3  -0.04   0.20  2.70E+05       0
   310   7.52  238.2  -0.12   0.23  2.35E+05       0
   320   7.36  237.1  -0.09   0.28  2.45E+05       0
   330   7.36  236.1   0.02   0.24  3.67E+05       0
   340   7.34  235.4   0.09   0.20  2.66E+05       0
   350   7.20  235.1   0.15   0.20  3.38E+05       0
   360   7.30  235.1   0.18   0.20  4.36E+05       0
   370   7.36  233.6   0.23   0.14  4.59E+05       0
   380   7.23  232.0   0.23   0.10  5.84E+05       0
   390   6.74  229.0   0.13   0.12  5.89E+05       0
   400   6.64  227.4   0.08   0.14  5.22E+05       0
   410   6.67  227.7   0.07   0.15  6.79E+05       0
   420   6.57  228.0   0.06   0.15  4.75E+05       0
   430   6.49  229.2   0.01   0.15  8.88E+05       0
   440   6.22  227.7   0.01   0.16  9.99E+37       0
   450   6.22  226.4  -0.02   0.15  9.99E+37       0
   460   5.82  224.8   0.06   0.14  9.99E+37       0
   470   5.50  222.9   0.05   0.14  9.99E+37       0
   480   5.18  221.6   0.05   0.14  9.99E+37       0
   490   5.22  222.7  -0.06   0.14  8.85E+05       0
   500   5.34  223.0  -0.06   0.17  9.99E+37       0
   510   5.56  224.6   0.03   0.16  5.28E+05       0
   520   5.35  223.3   0.12   0.12  9.99E+37       0
   530   5.26  221.4   0.13   0.11  9.99E+37       0
   540   5.02  216.9   0.08   0.12  9.99E+37       0
   550   5.05  216.2   0.02   0.11  9.99E+37       0
   560   4.97  218.3   0.00   0.12  9.99E+37       0
   570   5.03  220.1   0.03   0.13  9.99E+37       0
   580  99.99  999.9   0.05   0.22  9.99E+37       0
   590  99.99  999.9   0.07   0.28  9.99E+37       0
   600  99.99  999.9  -0.01   0.27  9.99E+37       0
   610  99.99  999.9   0.01   0.16  9.99E+37       0
   620  99.99  999.9   0.00   0.26  9.99E+37       0
   630  99.99  999.9   0.03  99.99  9.99E+37       0
   640  99.99  999.9   0.04  99.99  9.99E+37       0
   650  99.99  999.9  -0.13  99.99  9.99E+37       0
   660  99.99  999.9  -0.24  99.99  9.99E+37       0
   670  99.99  999.9  -0.47  99.99  9.99E+37       0
   680  99.99  999.9  -0.32  99.99  9.99E+37       0
   690  99.99  999.9  -0.33  99.99  9.99E+37       0
   700  99.99  999.9  -0.22  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 04:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.78  196.4   0.04   0.09  6.64E+05       0
    40   1.53  201.9   0.02   0.08  5.59E+05       0
    50   2.50  202.4   0.04   0.09  5.66E+05       0
    60   2.52  210.0   0.03   0.09  2.70E+05       0
    70   2.92  213.7   0.08   0.11  2.28E+05       0
    80   3.14  216.8   0.10   0.12  1.88E+05       0
    90   3.40  219.8   0.08   0.13  1.44E+05       0
   100   3.60  223.9   0.05   0.14  1.05E+06       0
   110   3.97  228.6   0.02   0.14  7.75E+05       0
   120   4.17  230.0   0.00   0.12  5.91E+05       0
   130   4.42  231.8   0.04   0.13  5.10E+05       0
   140   4.71  231.9   0.04   0.13  4.64E+05       0
   150   5.08  234.3   0.03   0.17  4.24E+05       0
   160   5.34  235.7   0.01   0.16  2.61E+05       0
   170   5.57  238.1   0.06   0.17  1.62E+05       0
   180   5.53  237.2   0.12   0.17  2.05E+05       0
   190   5.82  238.0   0.13   0.22  1.47E+05       0
   200   5.84  236.5   0.09   0.16  1.67E+05       0
   210   5.98  235.9   0.05   0.15  1.50E+05       0
   220   5.86  236.2   0.04   0.12  1.24E+05       0
   230   5.91  236.5   0.01   0.12  1.45E+05       0
   240   6.04  238.4   0.00   0.12  9.82E+04       0
   250   6.20  238.2  -0.02   0.13  1.31E+05       0
   260   6.26  238.6   0.00   0.14  1.68E+05       0
   270   6.10  236.8  -0.03   0.12  1.42E+05       0
   280   5.98  235.1  -0.06   0.15  1.14E+05       0
   290   5.89  235.1  -0.08   0.17  9.99E+37       0
   300   6.03  235.7  -0.10   0.17  9.99E+37       0
   310   6.29  237.3  -0.09   0.14  1.59E+05       0
   320   6.53  237.0  -0.07   0.12  2.33E+05       0
   330   6.45  235.8   0.01   0.12  2.16E+05       0
   340   6.34  234.9   0.03   0.13  2.94E+05       0
   350   6.25  233.6   0.06   0.16  2.83E+05       0
   360   6.43  234.9   0.04   0.17  9.99E+37       0
   370   6.46  234.1   0.04   0.14  2.60E+05       0
   380   6.38  233.6  -0.01   0.15  2.98E+05       0
   390   6.31  233.1  -0.01   0.17  2.75E+05       0
   400   5.89  231.2  -0.07   0.16  4.34E+05       0
   410   5.86  231.5  -0.04   0.17  5.71E+05       0
   420   5.53  231.0  -0.08   0.18  4.88E+05       0
   430   5.57  231.5  -0.05   0.17  4.65E+05       0
   440   5.34  232.3  -0.09   0.17  4.82E+05       0
   450   5.17  230.3  -0.03   0.22  9.99E+37       0
   460   4.83  227.8   0.02   0.14  5.39E+05       0
   470   4.70  223.6   0.02   0.15  8.46E+05       0
   480   4.63  224.1  -0.08   0.15  1.11E+06       0
   490   4.82  223.8  -0.07   0.14  9.99E+37       0
   500   4.76  225.6  -0.01   0.16  9.99E+37       0
   510   4.79  224.6   0.00   0.20  9.99E+37       0
   520   4.78  227.0  -0.05   0.21  9.99E+37       0
   530   4.94  226.7  -0.13   0.19  9.99E+37       0
   540   5.02  224.8  -0.11   0.23  9.99E+37       0
   550   5.13  224.0  -0.18   0.25  9.99E+37       0
   560  99.99  999.9  -0.14   0.23  1.36E+06       0
   570  99.99  999.9  -0.14   0.25  9.99E+37       0
   580  99.99  999.9  -0.08   0.27  9.99E+37       0
   590  99.99  999.9  -0.06   0.20  9.99E+37       0
   600  99.99  999.9  -0.11   0.16  9.99E+37       0
   610  99.99  999.9  -0.10   0.21  9.99E+37       0
   620  99.99  999.9  -0.07   0.28  9.99E+37       0
   630  99.99  999.9   0.09   0.34  9.99E+37       0
   640  99.99  999.9   0.18  99.99  2.61E+06       0
   650  99.99  999.9   0.14  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  3.49E+07       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  2.71E+07       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 04:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   2.97  231.9   0.07   0.08  4.01E+05       0
    40   1.73  225.0   0.15   0.11  3.10E+05       0
    50   2.51  224.5   0.13   0.09  2.38E+05       0
    60   3.11  230.9   0.07   0.09  2.59E+05       0
    70   3.12  231.3   0.12   0.09  2.13E+05       0
    80   3.39  234.2   0.13   0.10  1.31E+05       0
    90   3.83  237.2   0.12   0.11  7.93E+04       0
   100   4.21  237.4   0.11   0.11  9.46E+05       0
   110   4.48  235.7   0.14   0.13  1.16E+06       0
   120   4.74  237.1   0.14   0.14  7.93E+05       0
   130   5.05  239.0   0.12   0.15  3.90E+05       0
   140   5.27  242.5   0.12   0.18  3.08E+05       0
   150   5.44  241.5   0.13   0.17  2.15E+05       0
   160   5.76  243.0   0.17   0.18  1.99E+05       0
   170   6.14  244.0   0.14   0.19  8.96E+04       0
   180   6.27  245.0   0.10   0.17  1.18E+05       0
   190   6.26  244.6   0.08   0.20  7.82E+04       0
   200   6.11  242.5   0.12   0.15  1.05E+05       0
   210   6.08  239.1   0.16   0.15  1.12E+05       0
   220   6.25  235.8   0.15   0.13  1.42E+05       0
   230   6.47  232.4   0.10   0.13  1.44E+05       0
   240   6.31  234.3   0.07   0.13  1.16E+05       0
   250   5.96  239.1   0.03   0.11  1.11E+05       0
   260   5.85  241.6  -0.01   0.11  1.82E+05       0
   270   5.71  239.9  -0.03   0.10  1.57E+05       0
   280   5.76  238.1  -0.05   0.11  1.39E+05       0
   290   5.60  235.6  -0.01   0.13  2.33E+05       0
   300   5.75  235.7   0.01   0.16  1.92E+05       0
   310   5.58  233.8   0.04   0.18  1.55E+05       0
   320   5.68  234.7   0.06   0.13  9.99E+37       0
   330   5.50  233.5   0.06   0.15  3.20E+05       0
   340   5.18  231.5   0.08   0.14  2.77E+05       0
   350   5.08  229.4   0.06   0.14  2.29E+05       0
   360   5.29  230.6   0.06   0.14  9.99E+37       0
   370   5.51  232.5   0.02   0.13  2.31E+05       0
   380   5.44  234.1  -0.01   0.14  9.99E+37       0
   390   5.26  233.7  -0.01   0.14  2.28E+05       0
   400   5.08  233.3  -0.03   0.16  3.97E+05       0
   410   4.76  231.3  -0.06   0.14  9.99E+37       0
   420   4.66  228.9  -0.13   0.18  9.99E+37       0
   430   4.65  223.6  -0.08   0.16  9.99E+37       0
   440   4.61  224.2  -0.06   0.18  9.99E+37       0
   450   4.39  227.6  -0.04   0.15  9.99E+37       0
   460   4.37  233.3  -0.04   0.13  9.99E+37       0
   470   4.57  234.0  -0.03   0.13  9.99E+37       0
   480   4.65  233.4   0.03   0.14  9.99E+37       0
   490   4.56  230.2   0.03   0.14  9.99E+37       0
   500   4.38  225.5   0.04   0.17  9.99E+37       0
   510   4.22  218.5   0.02   0.25  9.99E+37       0
   520   4.12  214.7  -0.02   0.21  9.99E+37       0
   530   4.37  215.8  -0.06   0.21  9.99E+37       0
   540   4.42  219.1  -0.04   0.25  9.99E+37       0
   550   4.94  224.5   0.00   0.23  9.99E+37       0
