Main Data
#
# variable definitions
#
height # z # m # Z1 # 0 # 99999
wind speed # speed # m/s # G1 # 0 # 99.99
wind direction # dir # deg # R1 # 0 # 999.9
wind W # W # m/s # S # 0 # 99.99
sigma W # sigW # m/s # S # 0 # 99.99
backscatter # bck #  # S # 0 # 9.99E+37
error code # - - - - - - - - groundclutter - - - - - - -  #  # E # IIIIIIIIWIIIIIII
#
# beginning of data block
#

2012-08-15 00:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 10:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   2.49  311.8  -0.03   0.20  2.51E+06       0
    40   1.39  319.6  -0.07   0.18  9.90E+05       0
    50   1.43  324.7  -0.08   0.17  5.55E+05       0
    60   1.30  327.8  -0.14   0.17  2.74E+05       0
    70   1.20  319.6  -0.12   0.18  1.76E+06       0
    80   1.22  311.2  -0.10   0.14  8.61E+05       0
    90   1.33  305.6  -0.09   0.15  5.85E+05       0
   100   1.39  297.7  -0.07   0.14  4.45E+05       0
   110   1.37  289.3  -0.04   0.13  4.66E+05       0
   120   1.23  282.6  -0.02   0.14  5.76E+05       0
   130   1.19  272.3  -0.02   0.14  5.28E+05       0
   140   1.29  262.1  -0.01   0.14  6.85E+05       0
   150   1.52  254.2   0.04   0.13  5.06E+05       0
   160   1.72  248.7   0.07   0.13  3.51E+05       0
   170   1.68  242.8   0.07   0.15  2.67E+05       0
   180   1.78  234.7   0.02   0.15  2.70E+05       0
   190   1.82  226.9  -0.02   0.15  2.89E+05       0
   200   1.88  221.3  -0.05   0.16  2.95E+05       0
   210   1.82  216.6  -0.07   0.17  2.50E+05       0
   220   1.82  215.1  -0.04   0.21  2.72E+05       0
   230   1.98  216.6  -0.04   0.23  9.99E+37       0
   240   1.94  219.1  -0.02   0.20  9.99E+37       0
   250   1.76  217.0  -0.06   0.23  9.99E+37       0
   260   1.70  217.0  -0.02   0.24  9.99E+37       0
   270   1.92  218.7   0.07  99.99  9.99E+37       0
   280   1.88  221.9   0.21  99.99  9.99E+37       0
   290   1.84  223.1   0.26  99.99  9.99E+37       0
   300   1.60  221.6   0.28   0.37  9.99E+37       0
   310   1.56  225.4   0.12   0.36  9.99E+37       0
   320   1.38  227.1   0.08   0.26  9.99E+37       0
   330   1.19  226.6   0.07   0.24  9.99E+37       0
   340   1.02  214.7   0.12   0.20  9.99E+37       0
   350   0.89  201.1   0.15   0.20  9.99E+37       0
   360   0.82  184.6   0.18   0.22  1.57E+06       0
   370   0.62  159.2   0.19   0.23  9.99E+37       0
   380   0.95  119.4   0.19   0.25  2.14E+06       0
   390   1.40  105.3   0.13   0.22  2.10E+06       0
   400   1.88  100.8   0.09   0.18  1.92E+06       0
   410   2.06   95.4   0.07   0.17  2.52E+06       0
   420   2.40   90.4   0.08   0.17  1.83E+06       0
   430   2.92   88.8   0.07   0.15  2.57E+06       0
   440   3.55   87.5   0.03   0.16  2.76E+06       0
   450   4.07   84.8   0.04   0.18  9.99E+37       0
   460   4.43   83.2   0.00   0.17  9.99E+37       0
   470   4.72   82.8   0.00   0.18  9.99E+37       0
   480   4.95   82.7   0.00   0.20  3.49E+06       0
   490   4.98   81.5   0.03   0.24  4.15E+06       0
   500   5.17   80.7   0.05   0.25  4.02E+06       0
   510   5.44   80.1   0.00   0.25  9.99E+37       0
   520   5.80   78.0  -0.02   0.25  9.99E+37       0
   530   5.97   77.4  -0.04   0.26  9.99E+37       0
   540   6.27   78.5   0.00   0.30  9.99E+37       0
   550   6.65   78.9   0.07   0.34  9.99E+37       0
   560   7.07   79.1  -0.01   0.42  9.99E+37       0
   570   7.19   74.9  -0.15   0.37  9.99E+37       0
   580   7.35   75.5  -0.25   0.53  9.99E+37       0
   590   8.10   71.8  -0.26   0.52  9.99E+37       0
   600   8.30   72.4  -0.25   0.64  9.99E+37       0
   610   9.23   64.6  99.99   0.77  9.99E+37       0
   620   8.61   63.6  99.99  99.99  9.99E+37       0
   630  99.99  999.9  99.99  99.99  9.99E+37       0
   640  99.99  999.9  99.99  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 10:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.45  258.2   0.38   0.32  2.64E+06       0
    40   0.39  279.5   0.19   0.29  1.93E+06       0
    50   0.44  307.5   0.00   0.31  7.84E+05       0
    60   0.53  343.5  -0.02   0.30  1.07E+06       0
    70   0.28  317.7   0.06   0.33  2.90E+06       0
    80   0.19  272.8   0.11   0.35  2.13E+06       0
    90   0.31  270.1   0.11   0.33  1.08E+06       0
   100   0.54  271.3   0.15   0.35  8.08E+05       0
   110   0.69  281.0   0.17   0.29  7.51E+05       0
   120   0.52  284.7   0.23   0.28  8.25E+05       0
   130   0.47  264.2   0.21   0.35  1.34E+06       0
   140   0.71  236.8   0.15   0.40  9.26E+05       0
   150   0.97  237.3   0.06   0.45  7.54E+05       0
   160   1.05  240.0  -0.03   0.47  5.53E+05       0
   170   0.76  250.2  -0.02   0.48  5.70E+05       0
   180   0.65  243.9  -0.05   0.47  3.67E+05       0
   190   0.61  212.0  -0.01   0.46  4.29E+05       0
   200   0.94  194.9   0.06   0.43  4.20E+05       0
   210   1.25  190.8   0.10   0.40  4.72E+05       0
   220   1.32  193.4   0.12   0.42  9.99E+37       0
   230   1.36  193.2   0.05   0.41  5.19E+05       0
   240   1.13  193.1   0.05   0.50  9.99E+37       0
   250   1.10  194.6  -0.01   0.57  9.99E+37       0
   260   1.20  197.6  -0.05   0.68  9.99E+37       0
   270   1.14  196.0  -0.06   0.54  9.99E+37       0
   280   1.12  180.9   0.01  99.99  9.99E+37       0
   290   0.97  172.6   0.01  99.99  9.99E+37       0
   300   1.00  173.7  -0.07  99.99  9.99E+37       0
   310   1.09  180.9  -0.12   0.48  9.99E+37       0
   320   0.67  195.4  -0.06   0.42  9.99E+37       0
   330   1.24  189.0  -0.01   0.46  9.99E+37       0
   340   0.55  195.1   0.05   0.41  9.99E+37       0
   350   0.79  192.0  -0.05   0.37  9.99E+37       0
   360   0.45  219.8  -0.04   0.30  9.99E+37       0
   370   0.69  193.9  -0.10   0.30  9.99E+37       0
   380   0.77  147.2  -0.08   0.30  9.99E+37       0
   390   1.28  113.6  -0.14   0.27  9.99E+37       0
   400   1.86  112.2  -0.14   0.25  9.99E+37       0
   410   2.20  105.9  -0.06   0.23  9.99E+37       0
   420   2.92  103.9   0.03   0.25  9.99E+37       0
   430   3.22   97.7   0.04   0.26  9.99E+37       0
   440   3.67   96.7  -0.05   0.26  9.99E+37       0
   450   3.77   97.3  -0.14   0.27  9.99E+37       0
   460   3.95   97.5  -0.14   0.27  9.99E+37       0
   470   3.91   99.2  -0.10   0.27  9.99E+37       0
   480   3.96   98.7  -0.06   0.32  9.99E+37       0
   490   4.36  101.3  -0.08   0.28  9.99E+37       0
   500   4.94   96.8  -0.20   0.35  9.99E+37       0
   510   5.36   91.6  -0.23   0.36  9.99E+37       0
   520   5.32   86.7  -0.10   0.37  9.99E+37       0
   530   5.49   90.8   0.05   0.42  9.99E+37       0
   540   5.90   98.9   0.14   0.38  9.99E+37       0
   550   6.87  108.6   0.02  99.99  9.99E+37       0
   560   7.00  103.4  99.99  99.99  9.99E+37       0
   570  99.99  999.9  99.99  99.99  9.99E+37       0
   580  99.99  999.9  99.99  99.99  9.99E+37       0
   590  99.99  999.9  99.99  99.99  9.99E+37       0
   600  99.99  999.9  99.99  99.99  9.99E+37       0
   610  99.99  999.9  99.99  99.99  9.99E+37       0
   620  99.99  999.9  99.99  99.99  9.99E+37       0
   630  99.99  999.9  99.99  99.99  9.99E+37       0
   640  99.99  999.9  99.99  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 11:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.74  213.3  -0.16   0.31  1.41E+06       0
    40   1.02  205.4  -0.07   0.28  5.75E+05       0
    50   1.37  191.3  -0.19   0.29  3.85E+05       0
    60   1.25  203.9  -0.07   0.27  7.80E+05       0
    70   1.44  201.5  -0.02   0.30  3.13E+06       0
    80   1.44  201.8   0.00   0.34  1.91E+06       0
    90   1.42  205.8   0.00   0.36  8.32E+05       0
   100   1.30  212.4  -0.02   0.35  7.39E+05       0
   110   1.44  212.9  -0.02   0.34  6.78E+05       0
   120   1.42  207.6   0.02   0.33  7.58E+05       0
   130   1.48  197.9   0.05   0.36  7.29E+05       0
   140   1.51  193.7   0.07   0.40  6.61E+05       0
   150   1.64  193.1   0.02   0.47  4.37E+05       0
   160   1.73  196.3   0.01   0.53  2.23E+05       0
   170   1.61  194.5   0.00   0.58  2.51E+05       0
   180   1.57  194.4  -0.02   0.57  9.99E+37       0
   190   1.55  190.9   0.02   0.60  9.99E+37       0
   200   1.66  194.3  -0.01   0.60  9.99E+37       0
   210   1.83  194.3  -0.04   0.62  9.99E+37       0
   220   2.00  197.4  -0.20   0.60  9.99E+37       0
   230   2.04  188.5  -0.17   0.62  9.99E+37       0
   240   1.85  180.7  -0.17   0.60  9.99E+37       0
   250   1.88  174.8  -0.09   0.59  9.99E+37       0
   260   1.78  170.8  -0.13   0.61  9.99E+37       0
   270   2.21  168.8  -0.16   0.76  9.99E+37       0
   280   2.05  167.7  -0.15   0.77  9.99E+37       0
   290   2.24  173.5  -0.11   0.64  9.99E+37       0
   300   2.86  177.8  -0.11   0.69  9.99E+37       0
   310   3.37  179.2  -0.17   0.66  9.99E+37       0
   320   3.17  174.1  -0.18   0.65  9.99E+37       0
   330   2.50  169.2  -0.17   0.55  9.99E+37       0
   340   2.41  164.3  -0.17   0.73  9.99E+37       0
   350   2.67  156.6  -0.19   0.70  9.99E+37       0
   360   2.71  159.6  -0.13   0.54  9.99E+37       0
   370   2.57  158.0  -0.05   0.60  9.99E+37       0
   380   2.51  165.4  -0.13   0.51  9.99E+37       0
   390   2.41  156.9  -0.19   0.46  1.97E+06       0
   400   2.52  152.4  -0.26   0.47  9.99E+37       0
   410   2.50  149.7  -0.22   0.43  9.99E+37       0
   420   2.83  153.8  -0.18   0.46  2.87E+06       0
   430   2.78  150.9  -0.15   0.44  9.99E+37       0
   440   3.23  146.7  -0.16   0.43  3.51E+06       0
   450   3.32  137.4  -0.13   0.44  4.67E+06       0
   460   3.77  135.0  -0.03   0.44  6.03E+06       0
   470   3.84  129.4   0.01   0.47  9.99E+37       0
   480   4.10  128.8  -0.05   0.61  5.96E+06       0
   490   4.26  126.6  -0.21   0.56  9.99E+37       0
   500   4.60  119.1  -0.29   0.69  9.99E+37       0
   510   5.06  117.3  -0.15   0.54  9.99E+37       0
   520   5.23  104.6  -0.11  99.99  9.99E+37       0
   530  99.99  999.9  -0.01  99.99  9.99E+37       0
   540  99.99  999.9  -0.04  99.99  9.99E+37       0
   550  99.99  999.9  -0.01  99.99  9.99E+37       0
   560  99.99  999.9  -0.05  99.99  9.99E+37       0
   570  99.99  999.9   0.18  99.99  9.99E+37       0
   580  99.99  999.9  99.99  99.99  9.99E+37       0
   590  99.99  999.9  99.99  99.99  9.99E+37       0
   600  99.99  999.9  99.99  99.99  9.99E+37       0
   610  99.99  999.9  99.99  99.99  9.99E+37       0
   620  99.99  999.9  99.99  99.99  9.99E+37       0
   630  99.99  999.9  99.99  99.99  9.99E+37       0
   640  99.99  999.9  99.99  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 11:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   2.03  201.1   0.20   0.28  3.41E+06       0
    40   1.57  200.9   0.14   0.29  8.02E+05       0
    50   2.37  190.0   0.24   0.27  1.13E+06       0
    60   2.16  195.6   0.13   0.25  4.47E+05       0
    70   2.33  198.2   0.15   0.26  2.73E+06       0
    80   2.46  200.4   0.15   0.25  1.47E+06     256
    90   2.56  199.9   0.15   0.25  7.77E+05       0
   100   2.44  202.3   0.11   0.25  6.73E+05       0
   110   2.33  206.2   0.06   0.27  5.21E+05       0
   120   2.09  204.9   0.02   0.28  6.50E+05       0
   130   1.95  201.4   0.03   0.28  7.36E+05       0
   140   1.78  197.0   0.06   0.31  7.23E+05       0
   150   1.81  203.7   0.03   0.34  3.95E+05       0
   160   1.77  211.2  -0.03   0.40  2.71E+05       0
   170   1.72  205.9  -0.10   0.46  2.62E+05       0
   180   1.50  199.3  -0.16   0.62  2.32E+05       0
   190   1.52  195.8  -0.18   0.71  9.99E+37       0
   200   1.59  207.4  -0.15   0.71  9.99E+37       0
   210   1.67  207.1   0.00   0.70  3.39E+05       0
   220   2.02  210.2  -0.01   0.55  2.78E+05       0
   230   2.06  207.4  -0.02   0.71  9.99E+37       0
   240   2.21  208.1   0.02   0.83  9.99E+37       0
   250   1.68  219.6   0.03   0.69  9.99E+37       0
   260   1.79  214.5   0.08   0.72  9.99E+37       0
   270   1.76  217.4   0.01   0.56  9.99E+37       0
   280   1.66  194.5   0.12   0.60  9.99E+37       0
   290   1.53  193.1  -0.04   0.67  9.99E+37       0
   300   2.20  183.6   0.04  99.99  9.99E+37       0
   310   2.70  183.8  -0.08  99.99  9.99E+37       0
   320   2.91  176.5  -0.02  99.99  9.99E+37       0
   330   2.63  177.2  -0.09   0.49  9.99E+37       0
   340   2.56  175.3  -0.01  99.99  9.99E+37       0
   350   2.62  175.2   0.01  99.99  9.99E+37       0
   360   2.85  162.7   0.08  99.99  9.99E+37       0
   370   3.10  156.2   0.06  99.99  9.99E+37       0
   380   3.25  153.0   0.18   0.78  9.99E+37       0
   390   3.19  157.7   0.07   0.73  9.99E+37       0
   400   3.64  161.7   0.03   0.58  9.99E+37       0
   410   3.59  158.5  -0.06   0.55  9.99E+37       0
   420   3.82  152.4  -0.10   0.57  9.99E+37       0
   430   4.13  143.5  -0.18   0.54  9.99E+37       0
   440   4.36  150.4  -0.12   0.49  9.99E+37       0
   450   4.36  150.8   0.03   0.49  9.99E+37       0
   460   3.86  154.5   0.08   0.48  9.99E+37       0
   470   3.19  156.2   0.10  99.99  9.99E+37       0
   480   2.86  150.1  -0.07  99.99  9.99E+37       0
   490   3.13  153.8   0.05  99.99  9.99E+37       0
   500  99.99  999.9   0.18  99.99  9.99E+37       0
   510  99.99  999.9  99.99  99.99  9.99E+37       0
   520  99.99  999.9  99.99  99.99  9.99E+37       0
   530  99.99  999.9  99.99  99.99  9.99E+37       0
   540  99.99  999.9  99.99  99.99  9.99E+37       0
   550  99.99  999.9  99.99  99.99  9.99E+37       0
   560  99.99  999.9  99.99  99.99  9.99E+37       0
   570  99.99  999.9  99.99  99.99  9.99E+37       0
   580  99.99  999.9  99.99  99.99  9.99E+37       0
   590  99.99  999.9  99.99  99.99  9.99E+37       0
   600  99.99  999.9  99.99  99.99  9.99E+37       0
   610  99.99  999.9  99.99  99.99  9.99E+37       0
   620  99.99  999.9  99.99  99.99  9.99E+37       0
   630  99.99  999.9  99.99  99.99  9.99E+37       0
   640  99.99  999.9  99.99  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 12:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   2.84  246.5   0.18   0.27  4.41E+06       0
    40   2.22  251.1   0.08   0.23  1.32E+06       0
    50   2.50  239.9   0.12   0.20  8.46E+05       0
    60   1.76  241.1   0.12   0.21  4.98E+05       0
    70   2.12  242.4   0.08   0.23  1.94E+06       0
    80   2.47  243.5   0.04   0.26  1.12E+06       0
    90   2.54  245.6  -0.02   0.26  5.28E+05       0
   100   2.76  242.9  -0.06   0.29  5.86E+05       0
   110   2.73  238.9  -0.07   0.31  4.51E+05       0
   120   2.73  230.3  -0.11   0.32  6.22E+05       0
   130   2.67  231.0  -0.12   0.35  7.94E+05       0
   140   2.70  231.0  -0.12   0.37  4.54E+05       0
   150   2.86  229.8  -0.06   0.41  3.01E+05       0
   160   3.13  224.9   0.00   0.39  1.90E+05       0
   170   3.48  222.1  -0.02   0.38  1.93E+05       0
   180   3.59  222.0   0.02   0.44  2.46E+05       0
   190   3.70  221.3   0.07   0.45  2.68E+05       0
   200   3.73  221.2   0.19   0.59  9.99E+37       0
   210   3.69  219.8   0.22   0.57  9.99E+37       0
   220   3.48  217.9   0.20   0.54  9.99E+37       0
   230   3.41  217.2   0.23   0.51  9.99E+37       0
   240   3.52  219.3   0.20   0.49  9.99E+37       0
   250   3.54  218.2   0.21   0.60  9.99E+37       0
   260   3.65  213.1   0.23   0.42  9.99E+37       0
   270   4.08  204.2   0.22   0.48  9.99E+37       0
   280   4.38  203.8   0.20  99.99  9.99E+37       0
   290   4.77  203.5   0.00   0.70  9.99E+37       0
   300   4.64  209.6   0.04  99.99  9.99E+37       0
   310   5.31  213.8   0.00  99.99  9.99E+37       0
   320   5.47  214.6  -0.05  99.99  9.99E+37       0
   330   6.38  209.5  -0.15  99.99  9.99E+37       0
   340   7.04  211.2  -0.38  99.99  9.99E+37       0
   350   7.78  203.6  -0.25  99.99  9.99E+37       0
   360   7.91  205.1  -0.22  99.99  9.99E+37       0
   370   7.46  205.7   0.01  99.99  9.99E+37       0
   380   7.34  205.1   0.03  99.99  9.99E+37       0
   390   6.80  207.6  -0.29  99.99  9.99E+37       0
   400  99.99  999.9  -0.36  99.99  9.99E+37       0
   410  99.99  999.9  -0.51  99.99  9.99E+37       0
   420  99.99  999.9  -0.60  99.99  9.99E+37       0
   430  99.99  999.9  -0.48  99.99  9.99E+37       0
   440  99.99  999.9  -0.32  99.99  9.99E+37       0
   450  99.99  999.9  -0.33  99.99  9.99E+37       0
   460  99.99  999.9  -0.38  99.99  9.99E+37       0
   470   4.60  185.7  -0.30  99.99  9.99E+37       0
   480   4.45  179.7  -0.15  99.99  9.99E+37       0
   490   4.33  174.7  -0.08  99.99  9.99E+37       0
   500   4.22  175.8  -0.14  99.99  9.99E+37       0
   510   4.43  179.3  -0.06  99.99  9.99E+37       0
   520   5.34  181.3  -0.12  99.99  9.99E+37       0
   530   5.34  176.6  -0.17  99.99  9.99E+37       0
   540  99.99  999.9  -0.21  99.99  9.99E+37       0
   550  99.99  999.9  -0.26  99.99  9.99E+37       0
   560  99.99  999.9  -0.29  99.99  9.99E+37       0
   570  99.99  999.9  -0.42  99.99  9.99E+37       0
   580  99.99  999.9  -0.39  99.99  9.99E+37       0
   590  99.99  999.9  -0.35  99.99  9.99E+37       0
   600  99.99  999.9  -0.32  99.99  9.99E+37       0
   610  99.99  999.9  -0.45  99.99  9.99E+37       0
   620  99.99  999.9  -0.40  99.99  9.99E+37       0
   630  99.99  999.9  -0.42  99.99  9.99E+37       0
   640  99.99  999.9  -0.14  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
